Year,SMW,temperature_2m_mean (°c),dew_point_2m_max (°c),relative_humidity_2m_max (%),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),surface_pressure_mean (hpa),surface_pressure_max (hpa),surface_pressure_min (hpa),wind_speed_10m_mean (km/h),vapour_pressure_deficit_max (kpa),soil_moisture_0_to_100cm_mean (m³/m³),soil_moisture_0_to_7cm_mean (m³/m³),soil_moisture_28_to_100cm_mean (m³/m³),soil_temperature_0_to_100cm_mean (°c),soil_temperature_0_to_7cm_mean (°c),soil_temperature_28_to_100cm_mean (°c),soil_temperature_7_to_28cm_mean (°c),soil_moisture_7_to_28cm_mean (m³/m³)
2015,1,27.560000000000002,23.22,86.2,70.8,51.2,1006.5600000000001,1008.36,1004.6200000000001,19.619999999999997,2.282,0.3048,0.30019999999999997,0.30519999999999997,30.660000000000004,30.72,30.540000000000003,30.96,0.30500000000000005
2015,2,27.76,22.5,78.6,69.0,57.0,1008.5600000000001,1010.4200000000001,1006.6200000000001,15.780000000000001,2.022,0.3944,0.34199999999999997,0.4084,29.080000000000002,29.04,29.139999999999997,28.919999999999998,0.36360000000000003
2015,3,,,,,,,,,,,,,,,,,,
2015,4,,,,,,,,,,,,,,,,,,
2015,5,24.700000000000003,19.4,90.5,64.5,38.5,1009.75,1012.1,1007.05,12.1,2.575,0.291,0.3175,0.2915,28.65,28.15,28.8,28.35,0.28049999999999997
2015,6,28.599999999999998,24.3,86.14285714285714,74.28571428571429,57.714285714285715,1007.3714285714286,1009.2857142857143,1005.5285714285714,18.0,2.0885714285714285,0.3692857142857143,0.32942857142857146,0.37757142857142856,30.314285714285713,30.67142857142857,30.214285714285715,30.52857142857143,0.3545714285714286
2015,7,25.8,16.7,61.0,50.0,41.0,1012.4,1014.0,1010.1,16.3,2.59,0.316,0.262,0.331,28.9,28.0,29.1,28.6,0.281
2015,8,,,,,,,,,,,,,,,,,,
2015,9,24.6,19.05,86.5,62.5,39.5,1009.9,1012.75,1008.0,13.7,2.35,0.29,0.3045,0.2915,28.549999999999997,27.9,28.700000000000003,28.2,0.281
2015,10,28.614285714285717,24.385714285714283,86.71428571428571,74.0,57.57142857142857,1007.4714285714286,1009.1285714285714,1005.657142857143,16.599999999999998,2.07,0.36757142857142855,0.3267142857142857,0.3762857142857143,30.357142857142858,30.771428571428572,30.242857142857144,30.614285714285717,0.35114285714285715
2015,11,25.5,17.1,58.0,48.0,40.0,1012.9,1015.2,1011.0,14.6,2.75,0.315,0.259,0.33,28.8,27.7,29.1,28.3,0.281
2015,12,,,,,,,,,,,,,,,,,,
2015,13,,,,,,,,,,,,,,,,,,
2015,14,27.78333333333333,23.166666666666668,87.16666666666667,70.83333333333333,52.666666666666664,1006.4333333333334,1008.5666666666666,1004.5,17.016666666666666,2.265,0.32683333333333336,0.31483333333333335,0.3283333333333333,30.266666666666666,30.650000000000002,30.166666666666668,30.45,0.3256666666666667
2015,15,27.175,22.0,86.0,68.25,51.5,1010.6,1012.65,1008.525,9.725,2.2225,0.373,0.302,0.39175,29.25,29.05,29.3,29.15,0.3315
2015,16,,,,,,,,,,,,,,,,,,
2015,17,,,,,,,,,,,,,,,,,,
2015,18,28.225,22.125,88.75,64.75,43.25,1007.5,1009.55,1005.4,12.275,2.87,0.28400000000000003,0.26675,0.28725,30.825000000000003,31.9,30.575,31.375,0.27925
2015,19,27.5,22.96666666666667,87.33333333333333,72.66666666666667,58.0,1008.0,1010.15,1006.25,15.033333333333333,1.91,0.3835,0.33,0.39633333333333337,29.25,28.95,29.349999999999998,29.066666666666666,0.3575
2015,20,,,,,,,,,,,,,,,,,,
2015,21,,,,,,,,,,,,,,,,,,
2015,22,24.5,16.0,85.0,56.0,38.5,1013.1,1015.7,1011.2,10.65,2.625,0.293,0.27749999999999997,0.2985,26.45,26.75,26.45,26.5,0.28049999999999997
2015,23,28.82857142857143,24.057142857142857,86.57142857142857,71.57142857142857,54.0,1005.1142857142858,1007.2857142857143,1003.2285714285715,17.571428571428573,2.3114285714285714,0.3534285714285715,0.3132857142857143,0.3608571428571428,30.585714285714285,31.142857142857142,30.428571428571427,31.014285714285712,0.3405714285714286
2015,24,26.65,18.05,77.5,55.0,33.5,1011.1,1013.3,1008.55,9.0,3.21,0.3275,0.2515,0.34750000000000003,29.1,28.3,29.3,28.549999999999997,0.2855
2015,25,,,,,,,,,,,,,,,,,,
2015,26,,,,,,,,,,,,,,,,,,
2015,27,27.785714285714285,22.457142857142856,85.42857142857143,68.57142857142857,50.857142857142854,1006.2857142857143,1008.1714285714286,1004.4142857142857,16.928571428571427,2.358571428571429,0.31985714285714284,0.2968571428571428,0.3234285714285714,29.814285714285713,30.442857142857143,29.642857142857142,30.2,0.3148571428571429
2015,28,27.425,21.174999999999997,82.5,64.25,44.5,1009.775,1011.9,1007.7,9.65,2.685,0.365,0.28400000000000003,0.38525,29.225,28.95,29.3,29.075,0.32275
2015,29,,,,,,,,,,,,,,,,,,
2015,30,,,,,,,,,,,,,,,,,,
